user_id,product_id,rating
78,597,3.0
47,385,1.0
68,742,1.0
19,612,3.0
30,473,1.0
70,596,5.0
56,427,1.0
55,388,1.0
18,424,3.0
10,2,2.0
25,621,3.0
39,228,3.0
28,237,3.0
49,384,2.0
44,959,3.0
40,722,2.0
67,408,5.0
44,613,3.0
23,659,4.0
71,683,1.0
9,865,1.0
60,887,2.0
63,511,2.0
54,65,1.0
25,406,2.0
85,918,3.0
82,863,1.0
89,563,1.0
62,277,1.0
99,556,1.0
63,116,1.0
78,287,2.0
64,343,3.0
10,987,2.0
88,193,2.0
16,985,3.0
91,984,2.0
83,696,4.0
60,578,3.0
97,824,1.0
36,923,1.0
67,728,4.0
46,752,2.0
93,435,3.0
20,845,3.0
59,591,5.0
78,305,1.0
69,337,1.0
100,160,3.0
33,85,2.0
75,137,3.0
83,801,5.0
86,60,2.0
52,153,3.0
12,613,3.0
12,832,2.0
22,404,2.0
38,276,3.0
36,788,2.0
30,933,3.0
84,790,2.0
33,399,2.0
90,948,1.0
63,461,1.0
40,3,4.0
78,90,2.0
97,623,2.0
44,928,1.0
76,403,1.0
60,898,2.0
57,134,4.0
13,957,2.0
9,177,3.0
36,277,3.0
90,708,4.0
14,787,1.0
50,209,1.0
35,597,3.0
51,995,3.0
9,40,3.0
3,1,3.0
87,291,1.0
61,599,2.0
52,88,1.0
37,95,1.0
40,350,3.0
100,561,3.0
75,811,2.0
100,668,3.0
50,969,2.0
15,23,2.0
64,188,2.0
37,765,2.0
81,836,3.0
10,959,1.0
96,797,3.0
42,710,2.0
72,869,1.0
76,13,1.0
81,657,2.0
7,980,1.0
63,783,1.0
35,150,3.0
53,136,2.0
13,606,3.0
34,505,3.0
17,688,2.0
24,362,5.0
29,953,3.0
100,660,3.0
69,669,3.0
85,753,3.0
75,333,1.0
59,103,2.0
63,96,5.0
25,926,3.0
53,578,1.0
7,586,5.0
1,359,3.0
9,596,1.0
30,734,4.0
96,758,3.0
36,164,3.0
49,809,4.0
19,446,1.0
56,478,1.0
35,36,3.0
23,584,5.0
95,383,4.0
14,307,2.0
77,100,5.0
49,790,4.0
40,346,5.0
61,625,3.0
64,935,2.0
43,531,3.0
73,731,1.0
72,560,2.0
33,205,3.0
69,707,3.0
9,306,1.0
100,480,3.0
69,900,2.0
18,54,4.0
13,325,2.0
37,198,2.0
23,886,2.0
78,229,2.0
24,170,3.0
32,476,3.0
97,328,3.0
11,947,1.0
52,167,2.0
60,685,3.0
89,898,3.0
60,955,3.0
74,529,2.0
93,330,5.0
37,331,2.0
87,921,1.0
7,603,2.0
55,471,2.0
78,669,4.0
1,923,2.0
47,23,3.0
84,636,3.0
10,418,3.0
48,515,3.0
62,881,1.0
87,22,4.0
57,588,2.0
39,862,3.0
3,143,3.0
38,135,1.0
91,236,1.0
34,700,2.0
63,521,1.0
55,197,3.0
55,156,3.0
8,163,3.0
100,21,2.0
32,394,1.0
40,413,3.0
87,785,2.0
92,594,4.0
73,974,3.0
8,134,2.0
4,575,1.0
37,902,3.0
34,527,4.0
31,184,2.0
89,377,1.0
7,925,2.0
85,426,1.0
51,354,5.0
17,541,4.0
93,653,3.0
90,307,3.0
27,783,1.0
11,273,2.0
20,470,3.0
66,797,2.0
15,748,3.0
99,196,2.0
10,428,3.0
25,142,3.0
43,763,5.0
52,146,2.0
11,259,1.0
25,491,1.0
85,549,1.0
27,669,1.0
51,283,2.0
22,573,5.0
57,340,1.0
52,439,2.0
93,138,5.0
8,184,1.0
61,592,3.0
51,518,2.0
1,302,3.0
97,780,1.0
18,703,5.0
95,309,3.0
89,691,1.0
60,810,3.0
78,211,1.0
56,330,4.0
28,113,1.0
96,132,2.0
97,947,1.0
48,802,3.0
12,691,3.0
2,826,2.0
47,545,1.0
6,533,1.0
90,502,2.0
21,237,2.0
51,829,3.0
80,557,5.0
96,418,1.0
93,279,2.0
71,715,1.0
31,819,1.0
73,349,3.0
60,299,3.0
18,41,1.0
73,899,2.0
60,695,1.0
64,860,3.0
2,325,4.0
65,629,2.0
51,97,2.0
54,247,4.0
2,220,3.0
10,434,1.0
17,897,1.0
58,342,1.0
82,634,2.0
94,100,3.0
90,974,1.0
21,773,2.0
33,24,3.0
86,78,3.0
25,907,2.0
71,775,4.0
13,824,2.0
47,647,2.0
63,55,2.0
1,33,2.0
80,424,3.0
4,53,3.0
31,693,2.0
41,434,1.0
13,341,2.0
78,676,1.0
61,450,1.0
40,756,1.0
34,406,3.0
14,741,3.0
47,172,3.0
8,434,2.0
69,698,2.0
50,7,2.0
33,334,4.0
88,552,1.0
32,10,3.0
75,160,5.0
56,10,1.0
14,303,3.0
91,668,3.0
67,23,3.0
96,688,1.0
85,382,2.0
45,816,2.0
47,33,1.0
20,450,3.0
79,801,1.0
98,513,4.0
52,689,2.0
93,98,1.0
35,704,3.0
26,849,1.0
33,402,1.0
31,173,3.0
44,26,1.0
9,648,2.0
35,745,2.0
78,148,3.0
52,393,1.0
13,475,1.0
24,980,2.0
19,856,2.0
98,906,2.0
29,858,1.0
31,935,3.0
46,424,3.0
79,549,2.0
29,429,2.0
26,245,3.0
78,476,2.0
1,290,3.0
63,942,2.0
8,305,2.0
56,480,3.0
94,470,1.0
90,22,4.0
99,494,3.0
85,641,3.0
50,855,3.0
42,672,2.0
23,437,4.0
57,931,4.0
66,400,2.0
14,344,2.0
69,164,3.0
79,561,3.0
77,637,1.0
25,730,1.0
24,395,2.0
33,697,5.0
55,535,1.0
43,976,2.0
55,531,2.0
10,718,4.0
51,821,3.0
29,342,1.0
10,833,3.0
41,751,3.0
1,828,3.0
32,556,5.0
56,641,1.0
82,332,1.0
69,27,5.0
29,667,3.0
51,653,4.0
31,765,2.0
70,419,5.0
72,424,1.0
48,832,2.0
33,788,2.0
31,754,3.0
81,281,3.0
97,708,3.0
62,151,3.0
15,593,2.0
84,504,1.0
25,811,3.0
58,54,3.0
38,85,1.0
1,164,3.0
85,474,3.0
43,989,3.0
21,305,3.0
49,501,1.0
82,735,2.0
67,816,1.0
15,74,2.0
72,687,2.0
24,82,3.0
87,923,3.0
1,408,3.0
15,744,3.0
23,616,2.0
94,843,2.0
7,143,1.0
39,557,2.0
25,774,3.0
17,506,1.0
55,926,2.0
2,451,3.0
25,652,3.0
20,215,3.0
37,838,2.0
20,987,1.0
20,882,2.0
31,11,3.0
95,469,2.0
87,445,4.0
79,871,3.0
50,342,3.0
98,133,2.0
85,901,3.0
96,343,1.0
26,794,2.0
59,66,2.0
70,477,3.0
31,469,2.0
17,52,3.0
65,581,2.0
30,344,2.0
28,475,3.0
47,440,5.0
4,629,3.0
73,319,2.0
23,785,4.0
48,393,2.0
96,935,3.0
42,753,2.0
60,832,1.0
69,998,3.0
90,453,1.0
75,750,1.0
79,975,1.0
8,398,2.0
81,380,1.0
99,925,3.0
2,681,3.0
14,867,2.0
57,711,2.0
49,503,1.0
37,968,3.0
61,990,3.0
93,371,3.0
71,212,2.0
18,543,3.0
63,268,3.0
12,917,3.0
87,4,4.0
46,542,2.0
26,328,2.0
70,662,5.0
5,780,2.0
33,40,2.0
25,606,1.0
27,193,2.0
50,547,3.0
9,67,1.0
13,222,2.0
69,830,1.0
85,443,3.0
65,781,3.0
14,927,4.0
34,557,5.0
40,214,1.0
72,433,2.0
65,436,1.0
3,248,1.0
50,45,1.0
90,426,1.0
53,143,1.0
36,135,3.0
9,488,2.0
77,28,3.0
70,105,3.0
18,580,2.0
20,817,3.0
53,800,2.0
93,6,2.0
63,488,1.0
58,867,2.0
59,957,5.0
98,154,3.0
95,109,2.0
69,42,2.0
29,830,3.0
3,651,2.0
18,892,2.0
59,464,2.0
10,773,3.0
52,386,3.0
22,899,1.0
6,166,2.0
22,990,1.0
50,765,2.0
10,558,2.0
98,770,2.0
19,816,3.0
18,33,3.0
98,94,3.0
1,506,3.0
46,522,1.0
37,566,1.0
71,854,2.0
86,882,3.0
48,818,2.0
18,353,1.0
53,360,1.0
85,355,2.0
23,435,4.0
34,910,3.0
78,805,3.0
1,14,4.0
93,689,3.0
49,840,3.0
48,835,2.0
17,631,3.0
88,756,1.0
16,1,2.0
12,821,2.0
4,255,3.0
28,463,2.0
79,621,1.0
71,373,4.0
92,474,2.0
50,770,2.0
50,680,3.0
4,534,2.0
18,229,3.0
24,44,1.0
7,327,3.0
35,878,3.0
65,670,2.0
93,111,3.0
45,660,3.0
60,16,1.0
24,850,4.0
88,735,1.0
5,143,2.0
51,782,2.0
19,906,1.0
67,458,1.0
63,541,2.0
10,306,2.0
44,974,2.0
8,81,4.0
88,912,3.0
88,94,1.0
72,601,4.0
33,958,5.0
91,958,1.0
36,347,3.0
4,469,2.0
2,440,3.0
30,336,1.0
60,594,3.0
42,32,3.0
92,588,2.0
85,225,1.0
47,84,1.0
56,294,1.0
99,130,1.0
3,812,2.0
14,184,1.0
53,627,2.0
59,950,3.0
6,14,4.0
47,834,2.0
7,935,3.0
6,553,1.0
41,90,3.0
42,632,2.0
40,412,3.0
63,981,2.0
12,470,3.0
99,8,3.0
57,988,1.0
33,295,3.0
71,852,1.0
56,327,4.0
52,959,3.0
23,233,4.0
51,42,2.0
81,769,3.0
26,199,1.0
75,992,3.0
97,66,2.0
78,730,2.0
35,546,2.0
20,107,1.0
30,701,3.0
55,371,1.0
74,354,5.0
85,145,3.0
14,603,4.0
32,845,3.0
34,237,3.0
86,834,5.0
96,450,3.0
44,899,1.0
15,553,1.0
83,294,1.0
53,74,2.0
57,227,4.0
9,22,5.0
32,792,2.0
93,598,3.0
22,220,1.0
48,976,3.0
31,334,2.0
67,725,2.0
100,389,2.0
74,319,2.0
71,233,2.0
46,906,3.0
46,632,2.0
63,923,1.0
29,502,2.0
31,277,2.0
52,221,1.0
46,418,1.0
2,811,4.0
60,372,2.0
1,559,1.0
17,494,3.0
8,104,5.0
77,636,1.0
60,398,3.0
2,592,3.0
65,497,1.0
90,934,2.0
30,894,1.0
30,966,3.0
42,912,3.0
28,871,1.0
52,556,3.0
24,690,5.0
76,918,2.0
74,70,4.0
84,975,1.0
53,809,1.0
63,771,4.0
64,15,4.0
26,31,3.0
51,206,3.0
76,937,2.0
13,194,1.0
96,527,3.0
69,744,2.0
30,18,3.0
74,374,2.0
98,184,2.0
94,435,3.0
22,972,1.0
36,482,1.0
12,949,2.0
19,72,4.0
16,530,2.0
2,78,3.0
87,315,1.0
60,607,2.0
78,443,2.0
6,967,1.0
48,639,1.0
89,913,2.0
36,32,3.0
71,706,2.0
52,718,5.0
29,872,1.0
28,338,2.0
9,790,4.0
84,744,1.0
61,681,3.0
100,912,5.0
30,578,3.0
72,170,2.0
48,926,3.0
40,750,1.0
82,552,5.0
79,55,1.0
58,158,3.0
45,600,2.0
58,346,2.0
63,583,1.0
26,723,3.0
72,276,2.0
20,169,2.0
96,739,3.0
52,217,3.0
61,645,2.0
80,754,3.0
47,739,3.0
18,134,5.0
19,160,2.0
91,507,2.0
7,363,2.0
11,391,2.0
78,171,5.0
53,859,1.0
36,89,1.0
94,116,3.0
50,610,2.0
4,26,2.0
55,431,3.0
67,560,3.0
100,369,2.0
63,972,1.0
55,533,2.0
66,735,1.0
97,682,3.0
53,862,2.0
59,367,5.0
98,107,2.0
3,966,5.0
26,619,1.0
73,6,2.0
62,363,1.0
63,982,3.0
19,561,3.0
48,68,3.0
62,921,1.0
98,864,1.0
91,199,2.0
3,397,3.0
66,542,2.0
20,312,2.0
58,689,1.0
16,997,2.0
7,850,3.0
7,649,3.0
56,870,3.0
11,234,1.0
24,296,3.0
100,776,3.0
67,175,1.0
22,665,2.0
64,142,4.0
73,640,2.0
68,122,2.0
34,890,5.0
36,686,1.0
45,643,4.0
88,453,2.0
25,755,1.0
78,362,5.0
14,117,2.0
95,914,1.0
92,584,1.0
51,886,3.0
88,95,1.0
80,389,2.0
49,199,4.0
30,623,3.0
69,332,4.0
55,738,3.0
31,976,2.0
27,9,2.0
77,129,3.0
33,816,1.0
73,771,1.0
6,488,4.0
50,336,1.0
53,742,2.0
65,724,1.0
99,921,3.0
61,151,1.0
46,978,3.0
8,731,1.0
85,327,3.0
5,483,3.0
54,960,3.0
36,593,3.0
46,859,3.0
50,874,2.0
43,479,3.0
92,427,1.0
60,210,2.0
51,404,3.0
100,305,1.0
53,799,2.0
55,563,3.0
87,617,4.0
84,595,1.0
97,158,5.0
42,988,2.0
88,863,3.0
48,375,1.0
22,994,2.0
82,920,1.0
39,585,3.0
20,321,2.0
54,889,2.0
69,706,3.0
32,19,1.0
86,168,1.0
45,618,2.0
21,897,3.0
3,316,3.0
100,854,5.0
100,219,1.0
67,195,3.0
37,174,2.0
50,241,2.0
29,41,3.0
8,380,3.0
74,314,1.0
48,586,3.0
87,2,4.0
5,608,1.0
62,503,1.0
71,279,1.0
63,115,5.0
90,709,4.0
83,501,1.0
29,359,3.0
89,506,3.0
88,812,3.0
24,903,2.0
90,577,3.0
29,398,3.0
13,523,3.0
53,907,1.0
66,197,2.0
17,659,4.0
49,917,1.0
80,8,2.0
60,987,3.0
100,596,1.0
22,424,4.0
9,956,4.0
42,637,1.0
13,164,2.0
81,495,1.0
81,193,3.0
16,76,3.0
56,219,1.0
63,246,2.0
6,909,1.0
15,334,3.0
71,597,3.0
71,717,1.0
22,834,3.0
60,444,1.0
76,620,5.0
59,90,2.0
87,980,2.0
92,333,2.0
72,727,2.0
14,289,5.0
87,143,1.0
55,24,1.0
64,348,3.0
61,428,3.0
4,309,2.0
57,224,3.0
20,471,1.0
78,939,3.0
15,125,3.0
20,167,3.0
87,262,4.0
18,981,1.0
99,720,2.0
73,657,1.0
54,578,1.0
78,98,1.0
20,681,3.0
94,939,3.0
60,167,2.0
64,369,3.0
44,564,1.0
69,518,5.0
92,397,2.0
55,851,3.0
7,308,3.0
29,425,2.0
3,416,5.0
95,777,3.0
88,219,3.0
14,129,1.0
21,561,2.0
85,472,3.0
37,863,1.0
60,727,1.0
85,623,5.0
79,198,2.0
82,91,1.0
32,283,1.0
35,376,1.0
21,240,2.0
1,930,3.0
88,769,3.0
41,631,1.0
83,306,2.0
21,339,2.0
15,453,1.0
14,803,1.0
29,519,3.0
7,613,2.0
85,68,4.0
40,640,1.0
91,383,3.0
82,480,3.0
22,49,5.0
47,144,1.0
63,673,2.0
2,199,1.0
83,814,2.0
91,57,2.0
40,509,2.0
25,403,5.0
20,110,2.0
52,65,1.0
10,269,2.0
65,980,1.0
51,120,2.0
26,449,3.0
89,24,3.0
56,826,2.0
77,990,3.0
52,882,1.0
34,717,2.0
66,600,2.0
59,803,1.0
36,598,2.0
4,93,1.0
5,370,4.0
47,713,3.0
34,221,1.0
79,443,1.0
81,33,3.0
68,206,1.0
93,109,4.0
48,803,3.0
60,347,2.0
30,85,3.0
53,681,2.0
30,410,2.0
11,994,2.0
35,719,3.0
38,977,1.0
89,456,2.0
63,326,1.0
86,22,5.0
55,410,2.0
50,837,2.0
84,505,3.0
55,79,3.0
67,655,2.0
6,854,4.0
23,703,3.0
50,759,3.0
22,276,2.0
29,516,1.0
75,678,1.0
67,431,2.0
3,237,2.0
53,412,3.0
58,762,3.0
24,842,2.0
21,172,3.0
16,696,3.0
63,929,1.0
61,355,2.0
9,160,3.0
25,342,4.0
27,822,2.0
72,397,5.0
29,353,1.0
85,669,4.0
83,454,1.0
79,292,2.0
18,566,4.0
66,908,1.0
61,983,3.0
1,395,3.0
63,807,3.0
69,154,2.0
40,391,1.0
34,164,2.0
18,343,2.0
24,85,1.0
3,646,3.0
95,510,2.0
2,819,5.0
92,111,2.0
30,688,4.0
93,141,2.0
90,114,3.0
82,968,3.0
5,760,1.0
77,860,2.0
37,89,1.0
75,638,3.0
80,752,2.0
41,858,3.0
19,209,3.0
1,397,1.0
24,377,5.0
27,641,3.0
15,480,3.0
6,534,3.0
42,187,3.0
88,450,3.0
78,692,5.0
93,58,3.0
34,477,3.0
63,369,2.0
24,305,3.0
75,837,2.0
86,556,1.0
12,930,3.0
46,935,2.0
97,283,1.0
58,407,1.0
20,601,2.0
91,479,3.0
11,104,1.0
59,749,3.0
30,998,3.0
18,316,2.0
47,403,1.0
91,11,1.0
89,726,1.0
97,871,2.0
11,55,2.0
45,199,1.0
11,984,1.0
16,532,1.0
12,56,3.0
57,540,1.0
13,760,1.0
8,961,4.0
62,93,2.0
61,144,2.0
86,918,2.0
99,338,3.0
66,649,2.0
85,26,2.0
60,447,1.0
7,901,3.0
17,176,2.0
78,485,3.0
27,780,1.0
56,762,5.0
12,950,3.0
56,601,2.0
58,713,3.0
27,464,2.0
91,945,2.0
70,864,3.0
74,27,2.0
94,310,1.0
11,82,3.0
52,91,2.0
15,910,3.0
47,491,2.0
21,125,2.0
42,649,3.0
43,124,1.0
61,252,3.0
31,191,1.0
47,561,2.0
77,485,3.0
44,447,4.0
98,923,2.0
64,109,2.0
12,908,2.0
96,709,1.0
86,3,1.0
52,932,2.0
87,836,3.0
96,148,1.0
16,142,3.0
23,171,3.0
78,996,3.0
1,994,1.0
81,711,1.0
90,67,3.0
42,900,3.0
44,188,3.0
68,55,2.0
71,456,2.0
16,687,1.0
34,550,1.0
61,919,3.0
27,838,3.0
98,942,3.0
87,85,3.0
7,223,2.0
4,785,4.0
17,140,2.0
93,628,3.0
79,697,3.0
89,359,3.0
72,66,3.0
2,498,4.0
20,568,2.0
55,210,2.0
14,727,3.0
21,766,3.0
69,711,2.0
77,826,2.0
88,522,3.0
18,910,3.0
67,289,2.0
8,932,1.0
13,121,1.0
78,333,3.0
17,356,1.0
44,936,5.0
7,171,2.0
98,308,3.0
52,538,1.0
71,334,3.0
17,144,1.0
53,561,3.0
42,867,1.0
76,731,2.0
25,77,1.0
74,147,5.0
2,211,2.0
82,956,4.0
37,414,1.0
51,796,3.0
1,870,3.0
25,44,3.0
64,878,2.0
79,778,1.0
21,876,2.0
67,182,5.0
74,278,5.0
19,585,2.0
67,308,4.0
75,705,2.0
17,736,3.0
50,319,1.0
66,645,3.0
13,392,5.0
59,121,1.0
64,363,3.0
60,506,1.0
76,291,3.0
94,363,5.0
72,959,2.0
18,177,2.0
26,519,2.0
81,230,2.0
1,538,2.0
26,427,1.0
42,641,2.0
3,247,3.0
55,406,3.0
45,256,1.0
4,752,3.0
8,360,1.0
11,439,3.0
49,469,1.0
86,416,3.0
44,868,3.0
2,471,3.0
33,259,1.0
91,749,3.0
25,536,2.0
24,161,1.0
87,193,4.0
14,394,3.0
94,654,3.0
52,336,3.0
34,720,4.0
61,660,2.0
4,10,1.0
36,869,1.0
59,558,1.0
6,919,3.0
59,546,3.0
33,228,3.0
49,330,3.0
42,980,1.0
43,862,2.0
15,9,2.0
53,594,3.0
49,706,1.0
42,62,1.0
32,944,4.0
26,839,1.0
99,368,2.0
53,695,3.0
21,906,2.0
97,979,3.0
79,212,3.0
39,74,4.0
31,973,1.0
79,652,1.0
86,474,3.0
84,657,1.0
34,343,1.0
63,308,3.0
66,986,3.0
75,645,3.0
75,846,2.0
26,919,2.0
66,574,4.0
11,196,3.0
11,842,3.0
46,35,3.0
23,562,2.0
19,157,5.0
43,811,3.0
64,60,3.0
32,929,2.0
17,368,1.0
14,146,1.0
1,794,2.0
95,864,2.0
9,824,3.0
11,585,1.0
2,194,2.0
5,140,3.0
68,10,1.0
85,130,3.0
44,662,1.0
45,335,5.0
96,658,3.0
99,487,3.0
49,272,1.0
86,906,1.0
14,413,2.0
13,447,1.0
83,978,3.0
7,995,1.0
32,210,2.0
23,718,3.0
27,166,1.0
69,500,2.0
75,629,3.0
54,921,3.0
40,39,2.0
98,673,3.0
59,416,3.0
12,179,3.0
96,245,2.0
45,791,3.0
42,763,1.0
8,538,2.0
91,682,3.0
53,146,3.0
18,208,1.0
46,554,2.0
58,18,1.0
94,698,4.0
62,378,3.0
49,956,5.0
77,960,2.0
21,246,1.0
27,18,2.0
57,215,3.0
88,365,2.0
7,10,3.0
40,405,2.0
6,903,2.0
41,476,4.0
41,587,3.0
48,841,4.0
53,801,2.0
37,222,3.0
33,260,2.0
56,279,2.0
34,337,1.0
37,137,1.0
100,686,3.0
41,95,1.0
54,936,3.0
97,874,2.0
80,147,5.0
97,90,2.0
31,272,2.0
98,606,2.0
76,485,3.0
50,92,1.0
33,702,4.0
23,113,5.0
56,73,3.0
7,981,3.0
19,850,4.0
38,473,3.0
60,412,1.0
83,826,1.0
85,592,5.0
81,404,2.0
34,145,2.0
35,805,2.0
14,314,2.0
63,867,2.0
84,342,3.0
86,324,1.0
32,903,5.0
11,519,1.0
72,760,1.0
34,326,5.0
91,430,1.0
19,480,3.0
95,745,3.0
92,735,3.0
7,619,4.0
18,78,3.0
97,494,5.0
98,972,1.0
3,380,3.0
97,668,1.0
3,462,1.0
85,217,2.0
38,170,1.0
56,526,2.0
11,343,3.0
83,379,1.0
78,439,3.0
96,276,1.0
29,994,2.0
60,320,2.0
43,54,2.0
83,513,3.0
34,115,1.0
49,458,2.0
49,97,3.0
2,975,3.0
61,774,2.0
8,860,1.0
42,166,2.0
12,642,5.0
78,971,5.0
69,971,3.0
67,205,2.0
21,596,3.0
78,479,3.0
27,466,2.0
50,656,3.0
69,373,1.0
73,262,1.0
53,278,2.0
97,269,3.0
17,374,3.0
13,923,3.0
37,15,2.0
44,968,5.0
18,447,2.0
55,368,1.0
84,913,3.0
26,773,1.0
64,184,5.0
38,675,4.0
8,576,5.0
82,649,2.0
22,63,1.0
79,599,1.0
74,78,1.0
47,336,1.0
94,231,3.0
15,242,3.0
75,658,2.0
61,467,1.0
22,349,3.0
21,90,3.0
59,195,5.0
93,321,3.0
83,949,3.0
27,75,2.0
6,802,1.0
34,880,3.0
22,284,3.0
2,544,3.0
53,867,2.0
14,854,3.0
31,545,3.0
63,113,1.0
30,162,1.0
88,11,1.0
60,862,2.0
35,97,2.0
66,812,2.0
37,187,1.0
37,962,1.0
93,606,2.0
76,465,2.0
64,941,2.0
20,188,3.0
45,990,2.0
82,606,3.0
15,585,3.0
62,943,3.0
66,373,1.0
73,261,3.0
60,996,1.0
95,587,3.0
48,922,1.0
69,811,5.0
8,620,1.0
87,305,3.0
28,448,2.0
39,527,1.0
45,370,3.0
59,480,3.0
1,68,5.0
85,897,1.0
5,981,2.0
74,555,3.0
14,581,3.0
41,460,3.0
44,434,3.0
56,175,4.0
60,157,3.0
4,124,3.0
55,323,3.0
18,670,5.0
8,786,2.0
83,787,4.0
42,35,2.0
96,875,3.0
86,588,3.0
24,520,3.0
11,203,1.0
69,50,3.0
27,422,1.0
85,954,1.0
55,252,2.0
18,360,3.0
11,253,4.0
58,491,1.0
63,636,3.0
7,806,3.0
88,941,2.0
99,404,3.0
11,600,4.0
39,17,5.0
14,990,1.0
36,169,3.0
71,367,1.0
64,681,2.0
61,938,2.0
54,426,1.0
68,944,3.0
16,229,2.0
61,739,2.0
88,829,1.0
85,105,1.0
81,919,3.0
20,895,3.0
23,392,3.0
69,249,2.0
66,81,5.0
78,852,5.0
44,486,1.0
57,217,3.0
45,287,2.0
87,377,3.0
47,991,2.0
75,395,3.0
98,431,3.0
96,513,3.0
68,763,2.0
90,790,4.0
30,305,3.0
89,821,2.0
54,708,1.0
40,838,1.0
17,288,5.0
72,130,3.0
91,601,4.0
37,939,1.0
6,119,3.0
5,940,1.0
52,29,2.0
95,54,1.0
70,209,1.0
3,657,2.0
99,3,2.0
52,295,3.0
42,603,1.0
18,733,5.0
14,15,1.0
100,316,2.0
100,244,1.0
43,45,5.0
9,803,4.0
19,282,4.0
80,164,2.0
56,103,3.0
88,21,3.0
44,828,3.0
60,302,1.0
56,900,2.0
100,73,2.0
4,840,3.0
67,156,2.0
38,807,3.0
15,840,3.0
19,19,3.0
13,301,3.0
22,125,1.0
38,247,3.0
55,786,2.0
25,235,1.0
65,800,3.0
15,810,1.0
21,365,1.0
65,398,2.0
53,583,1.0
32,816,3.0
43,593,3.0
50,884,1.0
84,268,2.0
62,283,3.0
8,981,1.0
85,112,3.0
96,538,1.0
85,16,3.0
75,14,3.0
38,361,3.0
52,123,3.0
59,371,2.0
61,868,3.0
13,883,2.0
60,649,2.0
78,275,4.0
47,899,3.0
52,526,1.0
